,deu,nds
8154,"Wenn du diesen Satz lesen kannst, dann kannst du lesen.","Wenn du dissen Satz lesen kannst, denn kannst du lesen."
8155,Michael Jackson ist gestorben.,Michael Jackson is doodbleven.
8156,Ich bin ein netter Kerl.,Ik bün en netten Keerl.
8157,Der Käse ist aus Ziegenmilch gemacht.,De Kees is ut Zegenmelk maakt.
8158,Er ist aus Georgia.,He is ut Georgia.
8159,Er ist aus Georgien.,He is ut Georgien.
8160,Bill ist mein bester Freund.,Bill is mien besten Fründ.
8161,Er hat seinen Führerschein erst mit achtundzwanzig Jahren gemacht.,He hett sien Föhrerschien eerst mit achtuntwintig maakt.
8163,"Reibe dir nie die Augen, wenn du schmutzige Hände hast.","Wisch di nie de Ogen, wenn du smuddelige Hannen hest."
8164,"Alle wussten es, nur ich nicht.","All wüssen se ’t, bloot ik nich."
8165,Darf ich ein Bild von dir machen?,Dröff ik en Bild vun di maken?
8166,"Ich mag alle Filme, bei denen Juzo Itami Regisseur ist.","Ik mag all Films, bi de Juzo Itami Speelbaas is."
8167,Das Mädchen küsste ihren Vater auf die Wange.,De Deern küss ehr Vadder op de Back.
8168,Ja. Ich muss das bis morgen lesen.,Jo. Ik mutt dat bet morgen lesen.
8169,Er ist achtzehn Monate alt.,He is achtteihn Maand oolt.
8170,Sein Sohn wurde bei einem Duell getötet.,Sien Söhn is bi en Duell doodbleven.
8171,Die befinden sich im Gang Nummer zwei.,De sünd in Gang Nummer twee.
8172,Das wissen sogar die Kinder.,Dat weet sogaar de Kinners.
8173,Ich möchte eine klare Antwort haben.,Ik will en klore Antwoord hebben.
8174,Im dämmrigen Licht war ihr Gesicht nicht deutlich zu sehen.,In ’t Schummerlicht weer ehr Gesicht nich düüdlich to kennen.
8175,Das Buch wurde für einen wirklich guten Preis verkauft.,Dit Book warrt för en temlich goden Pries verköfft!
8176,"Er hat mir erzählt, dass sein Vater tot ist.","He hett mi vertellt, dat sien Vadder doot is."
8177,Es gibt nicht soviel Tag' im Jahr als der Fuchs am Schwanz hat Haar'.,Dat gifft nich soveel Daag in ’t Jahr as de Voss an ’n Steert hett Hoor.
8178,Versprechen halte ich immer.,Ik holl Verspreken ümmer.
8179,"Ich gehe lieber, als mit dem Bus zu fahren.",Ik loop lever as mit ’n Bus to föhren.
8180,Wir haben dieses Jahr nicht viel Schnee gehabt.,We hebbt dit Jahr nich veel Snee hatt.
8181,In Sowjetrussland schaut der Fernseher nach den Zuschauern.,In Sovjetrussland kkt de Feernseher na de Tokiekers!
8182,In Sowjetrussland frisst das Essen den Troll!,In Sovjetrussland fritt dat Eten den Troll!
8183,Ich habe keinen Computer zuhause.,Ik heff keen Computer tohuus.
8184,"Sie ist neugierig, wer die Blumen gesandt hat.","Se is neeschierig, ’keen ehr de Blomen tostüürt hett."
8185,"Sie ist neugierig, wer die Blumen gesandt hat.","Se is neeschierig, ’keen de Blomen schkt harr."
8186,Echt? Warum?,Echt? Worüm?
8187,"Tue, was er dir sagt.","Do, wat he di seggt."
8188,Wo ist das Esperantoland?,Woneem is dat Esperantoland?
8189,Ich bin noch nie in Kuschiro gewesen.,Ik bün noch nie in Kushiro wesen.
8190,Ich bin noch nie in Kuschiro gewesen.,Ik bün noch nie in Kuschiro wesen.
8191,Ich brauche einen Hammer.,Ik bruuk en Hamer.
8192,Du solltest meinen Rat annehmen.,Du schusst mien Rad annehmen.
8193,"Sie sagte, dass ich das nirgends erzählen soll. Deshalb habe ich meinen Mund gehalten.","Se seed, dat ik dat nüms vertellen schölen. Dorüm heff ik mien Mund hollen."
8194,Kannst du eine Ente von einer Gans unterscheiden?,Kannst du den Ünnerscheed twischen en Aant un en Goos kennen?
8195,Sie haben mir die Haare zu kurz geschnitten.,Se hebbt mi de Hoor to kort sneden.
8196,Wo siehst du die Bücher?,Woneem süst du de Böker?
8197,Ich spreche ein bisschen Deutsch.,Ik snack en beten Düütsch.
8198,Wir haben früher in Kōbe gewohnt.,Wi hebbt fröher in Kobe wahnt.
8199,Wie alt bin ich?,Wo oolt bün ik?
8200,Ich war letzte Nacht so betrunken.,Ik weer vergangen Nacht so duun.
8201,Mein Fuß schläft wieder ein!,Mien Foot slöppt wedder in!
8202,Sie hat ein großes Zimmer für sich allein.,Se hett en groot Kamer för sik alleen.
8203,Wladiwostok ist eine russische Stadt.,Wladiwostok is en russ’sche Stadt.
8204,Wladiwostok ist eine Stadt in Russland.,Wladiwostok is en Stadt in Russland.
8205,Die Spracherkennung hält Lojban oft für Vietnamesisch.,De Spraakkenner kennt Lojban faken för Vietnameesch.
8206,Da ist Vulkanasche in der Atmosphäre.,Dor is vulkaansche Asch in ’e Atmosphäär.
8207,Überall sind Atome.,Atooms sünd överall in.
8208,Tom ist am Computer.,Tom is an ’n Computer.
8209,"Neil Armstrong ist der erste Raumfahrer, der auf dem Mond gelaufen ist.","Neil Armstrong is de eerste Ruumfohrer, de op ’n Maand lopen is."
8210,Hilfst du mir bitte?,Helpst du mi?
8211,Der Brunnen ist trockengefallen.,De Born is dröögfullen.
8212,Der Brunnen ist trockengefallen.,De Sood is dröögfullen.
8213,"Er möchte, dass man nach seinem Tod seine Asche in den Ozean streuen soll.","He woll, dat man na sien Dood sien Asch in ’n Ozeaan streien schölen."
8214,Vulkanasche überdeckte die Stadt.,Vulkaansche Asch deed de Stadt överdeken.
8215,Ich habe heute noch keine Zeitung gelesen.,Ik heff dat Dagbladd vun vondaag noch nich leest.
8216,Die F-14 ist ein Flugzeug der amerikanischen Luftwaffe.,De F-14 is en Fleger vun de amerikaansche Luftmacht.
8217,"Ich bin hungrig, weil ich kein Mittag gegessen habe.",Ik bün hungerig. ik heff keen Middag eten.
8219,Ich spreche kein Deutsch.,Ik snack keen Düütsch.
8220,Ich spreche kein Deutsch.,Ik snak keen Düütsch.
8221,Welche Sprachen spricht man in Belgien?,Wat för Spraken warrt in Belgien snackt?
8222,Könnt ihr weit sehen?,Köönt ji wiet kieken?
8223,Das Wetter verschlechterte sich.,Dat Wedder deed slechter warrn.
8224,Lincoln war Republikaner.,Lincoln weer Republikaner.
8225,"Dies ist das Zimmer, in dem die Autorin sich umgebracht hat.","Dat is de Kamer, in de de Schrieversche sik ümbrocht hett."
8226,"Huch, ist das kalt!","Hau, is dat koolt!"
8227,Ein Mann kam näher.,En Mann keem neger.
8228,Das erste Flugzeug flog 1903 zwölf Sekunden lang.,De eerste Fleger flöög 1903 twölv Sekunnen.
8229,"Fürchte nicht das Unerwartete, aber sei vorbereitet dafür.","Wees nich bang vör dat Unverwachte, man wees dar praat för."
8230,Da ist ein Haar in meiner Suppe.,Dor is en Hoor in mien Supp.
8231,Sprichst du Arabisch?,Snackst du Araabsch?
8232,Der weiße Ball wiegt genauso viel wie der rote.,De witte Ball wiggt jüstso veel as de rode.
8233,Die weiße Kugel wiegt genauso viel wie die rote.,De witte Kugel wiggt jüstso veel as de rode.
8234,Mein Nachbar ist gestern Nacht festgenommen worden.,Mien Naver is vörige Nacht fastnahmen worrn.
8235,Tom ist so schnell wie ein Leopard.,Tom is so gau as en Leopard.
8236,Sie kamen am 9. Juli in Neu Delhi an.,Se kemen an ’n 9. Juli in Nee Delhi an.
8237,Mary ist genauso groß wie Tom.,Mary is jüstso groot as Tom.
8238,Willst du gerne Astronaut werden?,Wullt du geern Ruumfoher warrn?
8239,"Sie waren nicht angezogen, als ich hereinkam.",Se weren nich antagen as ik rinkeem.
8240,Die hundert bekanntesten Wörter im Englischen sind angelsächsische Wörter.,De hunnert opmehrst bruukt Wöör in ’t Engelsche sünd angelsassische Wöör.
8241,"Das Keltische ist immer noch da in Form des Irischen, Walisischen und Schottisch-Gälischen.","Dat Keltsche is noch ümmer dar in de Form vun dat Irsche, Waliesche un Schottsch-Gäälsche."
8242,Das Pidgin hat keine Muttersprachler.,Dat Pidgin hett kene Modersprekers.
8243,Ich würde gerne ein Dapanji essen!,Ik woll geern en Dapanji eten!
8244,Du fragst besser Dr. Tanaka.,Du fraagst beter Dr. Tanaka.
8245,Heute ist ein Nationalfeiertag.,Vondaag is en nationalen Festdag.
8246,Wie schnell der Hund rennt!,Wo gau de Hund löppt!
8247,Lasst uns das versuchen.,Laat uns dat versöken.
8248,Wann kommt dein neuer Roman heraus?,Wannehr kummt dien nee’en Romaan rut?
8249,Die Polizisten in New York tragen dunkelblaue Uniformen.,De Schandarms in New York draagt düüsterblaue Uniformen.
8250,Der Jäger hat einen Fuchs gefangen.,De Jäger hett ’n Voss fungen.
8251,Das Thermometer blieb bei 15 Grad stehen.,Dat Thermometer stünn bi 15 Graad.
8252,Mach die Türe zu.,Sluut dat Door dicht.
8253,"Ich habe in meine Zunge gebissen, bis sie blutete.",Ik heff in mien Tung beten bet se blöden deed.
8254,Ich schrieb den Brief dreimal.,Ik heff den Breef dree Kehr nee schrieven.
8255,Ich kann nichts sehen!,Ik kann nix sehn!
8256,Die Äpfel sind ausverkauft.,Appels sünd utverköfft!
8257,Ich kann morsen.,Ik kann morsen.
8258,Der Mann hat meine Handtasche gestohlen.,De Mann hett mien Handtasch stahlen.
8259,Pferde unterscheiden sich von Eseln.,Beer un Esels sünd verscheden.
8260,Beißt dein Hund?,Bitt dien Hund?
8261,Gestern haben wir gesprochen.,Güstern hebbt wi snackt.
8262,Wir haben heute Abend Zeit genug.,Wi hebbt vonavend Tied noog.
8263,Wir haben heute Abend wieder Zeit genug.,Wi hebbt vonavend Tied noog.
8264,Trockener Sand nimmt Wasser auf.,Dröög Sand nimmt Water op.
8265,"Wenn Gott die Tiere nicht zum Essen gemacht hat, warum hat er sie dann aus Fleisch gemacht?","Wenn Godd de Deerten nich to ’n Eten maakt hett, worüm hett he jem denn ut Fleesch maakt?"
8266,Er hörte der Musik mit geschlossenen Augen zu.,He deed mit toe Ogen Musik hören.
8267,Er hörte der Musik mit geschlossenen Augen zu.,He deed mit slaten Ogen to de Musiek lüüstern.
8268,Sollen wir schwimmen gehen?,Schöölt wi swemmen gahn?
8269,Es donnert und regnet!,Dat rummelt un regent!
8270,"Es gibt Sätze, die jeder kennt.","Dat gifft Sätz, de kennt elkeen."
8271,"Es gibt Sätze, die jeder kennt.","Dat gifft Sätz, de elkeen kennt."
8272,"Es gibt Sätze, die keiner kennt.","Dat gifft Sätz, de elkeen kennt."
8273,Ich war nur für zehn Minuten online gewesen.,Ik bün bloot för teihn Minuten online wesen.
8274,Er schläft nun schon zehn Stunden.,He slöppt nu al teihn Stünnen.
8275,Du hast elf Flaschen Bier gehabt!,Du hest ölven Buddel Beer hatt!
8276,Er kann nun ein Auto fahren.,He kann nu Auto föhren.
8277,Sie ist nun ein Doktor.,Se is nu en Dokter.
8278,Ich rauche nicht mehr.,Ik smöök nich mehr.
8279,Ich habe nur drei Stunden geschlafen.,Ik heff man dree Stünnen slapen.
8280,Ich habe drei Stück Kuchen gegessen.,Ik heff dree Stück Koken eten.
8281,"Vier Beine gut, zwei Beine schlecht.","Veer Been goot, twee Been leeg."
8282,Er zieht eine Flunsch.,He treckt en Flunsch.
8283,"Probiere, ihm nicht vor die Füße zu laufen.",Probeer em nich vör de Fööt to lopen.
8284,Ich werde dir jede mögliche Hilfe geben.,Ik will di helpen soveel ik kann.
8285,Voriges Jahr hatte er lange Haare.,Vörig Jahr harr he lang Hoor.
8286,"Mir genügt das Wasser, das im Bier ist.","Mi reckt dat Water, dat in ’t Beer is."
8287,Gehen die Kinder in die Schule?,Gaht de Kinner na School?
8288,Im Allgemeinen sind die Mädchen besser im Sprachenlernen als Jungen.,In ’t Allgemeen sünd Deerns beter bi ’t Spraken lehren as Jungs.
8289,"Ich mag die Art, wie du lachst.","Ik mag de Oort lieden, wo du smüüsterst."
8290,Warum brauchst du Tatoeba?,Worüm bruukst du Tatoeba?
8291,Mit einem Teleskop kannst du Sterne anschauen.,Du kannst mit en Teleskoop Steerns bekieken.
8292,Was hast du da unten gemacht?,Wat hest du dar ünnen maakt?
8293,Gibt es in der Nähe ein Telefon?,Gifft dat in ’e Neeg en Telefoon?
8294,Er stand mit den Händen in seiner Tasche.,He stünn mit de Hannen in ’e Tasch.
8295,Wir haben die Türe grün angemalt.,Wi hebbt de Döör gröön maalt.
8296,Ich habe ungefähr 5000 Yen.,Ik heff üm un bi 5.000 Yen.
8297,Er schmiss alles aus dem Boot.,He smeet allens ut dat Boot.
8298,Guten Abend. Wie geht es dir?,Goden Avend. Wo geiht di dat?
8299,Die Studenten standen und warteten auf den Bus.,De Studenten stünnen un töven op ’n Bus.
8300,Er scheint eingeschlafen zu sein.,Dat lett as wenn he toslapen is.
8301,Hast du das nicht gewusst?,Hest du dat nich wüsst?
8302,Wo hast du den Schlüssel gefunden?,Woneem hest du den Slötel funnen?
8303,Ich habe viel Geld auf meinem Sparbuch.,Ik heff veel Geld op mien Spoorbook.
8304,Bellende Hunde beißen nicht.,"Hunnen, de bellt, biet nich."
8305,Eisen wird im Schiffbau verwendet.,Iesen warrt in ’n Schippbo bruukt.
8306,Diese Tür lässt sich nicht zuschließen.,Disse Döör lett sik nich sluten.
8307,"Er ging nach Amerika, um amerikanische Literatur zu studieren.",He is Amerika gahn üm amerikaansche Literatur to studeren.
8308,Ich habe ein paar Monate lang Italienisch studiert.,Ik heff för en paar Maand Italieensch lehrt.
8309,Er war zu müde zum Lernen.,He weer to mööd to ’n Lehren.
8310,Das Haus mit dem grünen Dach gehört mir.,Dat Huus mit dat gröne Dack höört mi to.
8311,Dieser Baum hat einen Umfang von drei Metern.,Disse Boom hett en Ümfang vun dree Meter.
8312,Mama hat zu meinem Geburtstag einen Kuchen gebacken.,Mama hett för mien Geboortsdag en Koken backt.
8313,Sie haben mich genarrt.,Se hebbt mi narrt.
8314,Ulm liegt an der Donau.,Ulm liggt an de Donau.
8315,Hamburg liegt an der Elbe.,Hamborg liggt an ’e Elv.
8316,Die Oste ist ein Nebenfluß der Elbe.,De Oost is en Blangenstroom vun de Elv.
8317,Die Brenz ist ein Nebenfluß der Donau.,De Brenz is en Blangenstroom vun de Donau.
8318,Aurich ist nach Emden die zweitgrößte Stadt von Ostfriesland.,Auerk is na Emm de tweetgröttste Stadt vun Oostfreesland.
8319,Greifswald liegt in Vorpommern.,Griepswoold liggt in Vörpommern.
8320,Flensburg liegt an der Grenze zu Dänemark.,Flensborg liggt an de Grenz to Däänmark.
8321,"Norddeutschland ist, so wie der Rest von Nordeuropa, zum großen Teil evangelisch-lutherisch.",Noorddüütsland is jüst as de Rest vun Noordeuropa to ’n groten Deel evangeelsch-luthersch.
8322,Ich möchte zum Mond fliegen.,Ik will na ’n Maand flegen.
8323,Ich hoffe auch auf Sonnenschein am Wochenende.,Ik hööp ok op Sünnschienweder an ’t Wekenenn.
8324,In Hiroshima gibt es einen Ort namens Kuchiwa.,"In Hiroshima gifft dat en Oort, de Kuchiwa heet."
8325,Mein Haus ist sehr kalt.,Mien Huus is temlich koolt.
8326,Diese Kinder sind fröhlich.,Disse Kinner sünd blied.
8327,Er hat sein Zimmer sauber gemacht.,He hett sien Kamer reinmaakt.
8328,Sie ruft mich ab und zu an.,Se röppt mi af un to an.
8329,Heute Morgen ist die Temperatur unter null Grad gefallen.,Vonmorgen is de Temperatur ünner null Graad fullen.
8330,Es hat stark geregnet letzte Nacht.,Dat hett dull regent vergangen Nacht.
8331,Wann hat es angefangen zu regnen?,Wannehr hett dat anfungen to regen?
8332,Sie schminkt sich jeden Morgen.,Se sminkt sik elk morgen.
8333,Ich würde gerne bar zahlen.,Ik will geern boor betahlen.
8334,Ich kann nicht an alles denken.,Ik kann nich an allens denken.
8335,Er hat sich die Haare schneiden lassen.,He hett sik de Hoor snieden laten.
8336,Er fehlt mir einfach.,He fehlt mi man.
8337,Ihre Augen verraten Sie.,Ehr Ogen verraadt ehr.
8338,In Japan beginnt das Schuljahr im April.,In Japan fangt dat Schooljohr in ’n April an.
8339,Wir hätten gerne Wein.,Wi harrn geern Wien.
8340,Du bist ein Nichtsnutz.,Du büst to nix to bruken.
8341,"Er machte einen Umweg, um mir zu helfen.","He möök en Ümweg, üm mi to helpen."
8342,Wir fahren mit dem Bus zur Schule.,Wi föhrt mit ’n Bus na School.
8343,Wie sind die Besuchszeiten?,Wat sünd de Besööktieden?
8344,Von allen Jungs ist er der größte.,Von all Jungs is he de gröttste.
8345,Belgien ist nicht so groß wie Frankreich.,Belgien is nich so groot as Frankriek.
8346,Kennst du die Hauptstadt von Belgien?,Kennst du de Höövdstad vun Belgien?
8347,Eine Perserkatze schlief unter dem Tisch.,En Perserkatt slööp ünner ’n Disch.
8348,Rasch öffnete sie den Brief.,Gau möök se den Breef apen.
8349,Die Glocke läutet.,De Klock lüddt.
8350,Die Schlange rollt sich selbst zusammen.,De Snaak rullt sik tohoop.
8351,Was kostet dieses T-Shirt?,Wat köst dit T-Shirt?
8352,Betty hat den Berg dreimal bestiegen.,Betty is dree Maal op ’n Barg ropstegen.
8353,Betty könnte besser singen.,Betty kunn beter singen.
8354,"Betty war das erste Mädchen, das zur Party kam.","Betty weer de eerste Deern, de to de Party keem."
8355,Er setzte sich und las die Zeitung.,He deed sik dalsetten un hett Daagbladd leest.
8356,Er ist ein völlig Fremder für mich.,He is för mi en ganz Frömmen.
8357,Er kam.,He keem.
8358,Nicht in meinem Garten.,Nich in mien Gaarn.
8359,Ich habe ein Fischerboot ungefähr eine Meile von der Küste weg gesehen.,Ik heff en Fischerboot üm un bi een Miel vun de Küst af sehn.
8360,Die Schuhe sind ausgetreten.,De Schoh sünd utpeddt.
8361,Der Ärmelkanal trennt England von Frankreich.,De Engelsche Kanaal scheedt England un Frankriek.
8362,Ich kann über den Ärmelkanal schwimmen.,Ik kunn över den Kanaal swemmen.
8363,Ich schreibe sehr oft Beiträge für Wikipedia.,Ik schriev temlich faken Bidrääg för Wikipedia.
8364,Ich schreibe sehr oft Beiträge für Wikipedia.,Ik schriev faken Bidrääg för Wikipedia.
8365,Der Junge hat mit Steinen nach mir geworfen.,De Jung hett mi mit Steen smeten.
8366,Die ganze Nacht über wurde gemeinsam Champagner getrunken.,De ganze Nacht dör hebbt wi Champagner drunken.
8367,Ich erwarte viel von ihm.,Ik verwacht veel vun em.
8368,Die Busfahrer streiken heute.,De Busfohrers striekt vondaag.
8369,Was hast du mit meinem Kugelschreiber gemacht?,Wat hest du mit mien Kugelschriever maakt?
8370,Er hat sich nach dem Abendessen hingelegt.,He hett sik na ’t Avendeten henleggt.
8371,Gott ist tot. Und mir geht's auch nicht so gut.,Godd is doot. Un mi geiht dat ok nich besünners goot.
8372,Er hat ein paar alte Lieder gesungen.,He süng en paar ole Leder.
8373,Wo ist der Zoo?,Woneem is de Zoo?
8374,Der Junge springt.,De Jung springt.
8375,Das Pferd springt.,Dat Peerd springt.
8376,Das Mädchen springt.,De Deern springt.
8377,Der Hund springt.,De Hund springt.
8378,Wer liest?,’Keen leest?
8379,Auf dem Zaun sitzen zwei Kinder.,Op ’n Tuun sitt twee Kinner.
8380,Das ist leicht.,Dat is licht.
8381,Das ist schwierig.,Dat is swaar.
8382,Das ist schwer.,Dat is swaar.
8383,Wer hat diese Gedichte geschrieben?,’Keen hett düsse Gedichten schrieven?
8384,Du magst Elefanten.,Elefanten gefallt di.
8385,In seinem Hof ist jeder Hahn stark.,In sien Hoff is elk Hahn stark.
8386,Ohne Feuer brennt nicht einmal Stroh.,Ahn Füer brent nich mal Stroh.
8387,"Wo viel Licht ist, ist auch viel Schatten.","Wo veel Licht is, is ok veel Schadden."
8388,Für einen Verliebten ist Bagdad nicht zu weit.,För en Verleevten is Bagdad nich to wiet.
8389,Der Frosch im Brunnen weiß nichts vom Ozean.,De Pogg in ’n Sood weet nix vun de See.
8390,Das Land neigt sich sanft zum Fluss hinab.,Dat Land nüült sacht na ’n Stroom dal.
8391,Schneide den Stoff schräg ab!,Snied den Stoff schraad af!
